129	31.25	6
146	32.5	7
143	32.25	7
181	30.1875	24
100	33.3125	17
94	30.8125	1
100	33.3125	17
133	33.6875	16
99	33.375	17
92	32	2
146	32.4375	7
150	33.8125	12
133	31.6875	6
119	33.5625	16
130	33.8125	12
105	32.75	3
125	33.8125	13
127	32.875	4
121	33.3125	4
118	33.3125	4
136	33.625	13
109	32.8125	3
124	31.9375	6
145	32.5	7
157	33.8125	12
136	33.625	16
145	32.3125	7
88	31.0625	1
81	31.875	1
107	31.9375	2
129	31.25	6
94	32.5	2
111	33.5625	16
132	33.6875	16
129	31.25	6
102	33.25	17
104	32.875	3
122	33.4375	4
109	32.8125	3
93	32.5625	2
103	33.0625	3
92	32.5625	2
80	31.375	1
120	33.1875	4
155	30.1875	24
134	33.625	16
80	31.625	1
82	31.8125	1
96	33.3125	17
87	32.0625	2
123	33.4375	4
129	31.25	6
151	30.1875	24
91	32.0625	2
168	30.6875	5
86	32.375	2
103	33.0625	3
128	33.8125	13
119	33.8125	12
82	31.6875	1
135	31.4375	6
144	32.5625	7
128	33.5625	16
123	33.8125	12
91	30.9375	1
125	33.8125	12
145	32.4375	7
128	33.8125	13
99	33.25	17
155	30.9375	5
128	31.5	6
139	33.625	16
153	33.8125	12
120	33.8125	12
100	30.375	1
137	33.625	16
103	33.25	17
132	33.625	16
128	33.8125	12
125	32.9375	4
109	31.9375	2
93	33.3125	17
122	33.375	4
123	33.8125	13
149	33.6875	13
145	32.4375	7
101	33.375	17
102	32.8125	3
119	33.25	4
133	33.6875	16
144	33.8125	12
97	33.3125	17
118	33.25	4
174	30.1875	24
139	33.625	16
121	33.8125	12
122	33	4
132	33.5625	16
91	31.5	1
86	32.1875	2
118	33	4
181	30.1875	24
84	31.375	1
146	32.375	7
90	32.4375	2
170	33.6875	13
144	32.25	7
99	33.25	17
84	32.1875	2
142	32.5625	7
98	32.875	3
81	31.625	1
99	33.3125	17
124	33.8125	13
104	32.75	3
137	33.625	16
126	32.875	4
123	33.4375	4
91	32	2
126	31	5
101	33.125	3
124	32	6
118	33.25	4
145	32.5	7
87	31.125	1
128	32.5625	7
164	33.8125	12
134	33.6875	16
102	33.375	17
123	33.8125	13
128	33.8125	13
136	33.6875	16
91	30.9375	1
107	30.5625	1
104	33.375	17
136	32.5625	7
97	33.3125	17
170	30.5625	5
91	31.5625	1
96	33.3125	17
137	30.1875	24
125	33.8125	13
94	32.625	2
99	32.875	3
172	30.625	5
181	30.25	24
170	30.5	5
86	31.25	1
98	33.3125	17
167	30.6875	5
146	32.4375	7
100	33.3125	17
93	32.625	2
88	32.375	2
180	30.1875	24
126	32.875	4
108	33.5625	16
128	33.8125	13
132	31.125	6
116	32.625	7
132	31.125	6
163	33.75	12
124	31.875	6
105	32.875	3
107	32.75	3
132	33.6875	16
97	33.3125	17
159	33.75	12
130	31.75	6
90	32.25	2
104	32.875	3
161	33.75	12
101	33	3
82	31.875	1
96	33.3125	17
129	31	5
124	31.9375	6
149	33.8125	12
102	30.5	1
91	32	2
101	30.4375	1
94	32.625	2
103	33.125	3
93	32.625	2
125	31.875	6
90	31	1
129	33.8125	12
102	30.5	1
163	30.8125	5
98	33.25	17
133	33.625	13
120	33.1875	4
120	33.1875	4
126	31	5
170	30.1875	24
124	31.5625	6
143	32.25	7
140	33.625	16
93	32.125	2
104	32.875	3
123	31.9375	6
96	33.3125	17
124	33.5625	16
144	32.25	7
126	31.8125	6
90	31.5625	1
127	31.8125	6
126	32.8125	4
120	33.25	4
106	32.9375	3
132	33.625	16
100	33.3125	17
105	33.125	3
